name,rank,functions,structural_material,status,city,city_locode,start,completed,floors_above,height,longitude,latitude,dem
Turnberry Towers - West Tower,869,residential,concrete,COM,Las Vegas,LAS,2005,2008,45,138.0800018311,-115.1537017822,36.1409301758,
Turquoise Place East,1388,residential,concrete,COM,Orange Beach,OBC,,2009,32,114.9000015259,-87.51814,30.28187,
Twelve | Twelve,2099,residential,concrete,COM,Nashville,NSH,2013,2014,23,82.3000030518,-86.7863388062,36.1535606384,
Twelve Atlantic Station,1682,residential \/ hotel,concrete,COM,Atlanta,ATL,2004,2005,26,102.4100036621,-84.3982086182,33.7915496826,
Twelve Centennial Park Tower I,687,residential,concrete,COM,Atlanta,ATL,2005,2007,39,149.6600036621,-84.3880767822,33.7650299072,
Twenty Exchange,122,office,steel,COM,New York City,NYC,1929,1931,57,225.8600006104,-74.0096817017,40.7054405212,
Twin Towers 1,2039,residential,concrete,COM,Peoria,PIA,,1984,29,85.9499969482,-89.5914916992,40.6926116943,
Twin Towers 2,2039,residential,concrete,COM,Peoria,PIA,,1984,29,85.9499969482,-89.5919265747,40.6926193237,
Two Alliance Center,1265,office,steel\/concrete,COM,Atlanta,ATL,2007,2009,25,120.5199966431,-84.3664169312,33.8511199951,
Two California Plaza,110,office,steel,COM,Los Angeles,LAX,,1992,52,228.6000061035,-118.2515335083,34.0514411926,
Two Eldridge Place,2318,office,concrete,COM,Houston,HOU,,1986,14,61.2599983215,-95.6189117432,29.7766704559,
Two Embarcadero Center,1134,office,steel,COM,San Francisco,SFO,,1974,31,126,-122.3984375,37.7950782776,
Two Gateway Center,2071,office,steel,COM,Pittsburgh,PIT,,1952,20,84,-80.0046081543,40.4422302246,
Two Houston Center,360,office,steel,COM,Houston,HOU,,1974,40,176.4799957275,-95.3633117676,29.7563991547,
Two International Place,490,office,steel,COM,Boston,BOS,,1993,35,164,-71.0517425537,42.356338501,
Two Liberty Place,62,residential \/ office,steel,COM,Philadelphia,PHL,,1990,58,258.4700012207,-75.167427063,39.9516906738,
Two Light Tower,2087,residential,concrete,UC,Kansas City,MKC,2016,2018,24,82.9100036621,-94.5817108154,39.096660614,
Two Northside Piers,1754,residential,concrete,COM,New York City,NYC,2008,2009,30,100.2799987793,-73.9640884399,40.7196617126,
Two Prudential Plaza,34,office,concrete,COM,Chicago,CHI,1988,1990,64,303.2799987793,-87.6225814819,41.8853683472,
Two Rector Street,1659,office,steel,COM,New York City,NYC,,1907,26,103.5999984741,-74.0132980347,40.7081985474,
Two Renaissance Square,1424,office,steel,COM,Phoenix,PHX,,1990,28,113.4000015259,-112.0746917725,33.4490394592,
Two River Place,2281,residential,concrete,COM,Chicago,CHI,2002,2004,17,66.5,-87.643371582,41.895198822,
Two Sutton Place North,1083,residential,concrete,COM,New York City,NYC,2012,2014,41,128.169998169,-73.9596405029,40.7599716187,
Two Tequesta Point,1146,residential,concrete,COM,Miami,MIA,,1999,40,125,-80.1829681396,25.7687397003,
Two Union Square,124,office,composite,COM,Seattle,SEA,1987,1989,56,225.5599975586,-122.3319473267,47.6104393005,
Two United Nations Plaza,614,hotel \/ office,steel,COM,New York City,NYC,,1981,39,153.9299926758,-73.969581604,40.7508392334,
Two World Financial Center,224,office,steel,COM,New York City,NYC,,1986,44,196.6000061035,-74.0155487061,40.7124290466,
Two World Trade Center,9,office,steel,DEM,New York City,NYC,1966,1973,110,415.1400146484,-74.013130188,40.7109909058,2001
U.S. Bancorp Center,802,office,steel,COM,Minneapolis,MES,1998,2000,32,142.5,-93.2738723755,44.9757385254,
U.S. Bancorp Tower,496,office,steel,COM,Portland,PDX,1973,1983,42,163.3800048828,-122.6758804321,45.522769928,
U.S. Bank Center (MKE),307,office,steel,COM,Milwaukee,MKE,,1973,42,183.1900024414,-87.9019622803,43.0382804871,
U.S. Bank Center (PHX),1171,office,concrete,COM,Phoenix,PHX,,1974,31,124.0999984741,-112.0747070313,33.4499397278,
U.S. Bank Tower,28,office,steel,COM,Los Angeles,LAX,1987,1990,73,310.2900085449,-118.2543563843,34.0510406494,
U.S. Federal Courthouse,1712,office,steel,COM,San Diego,SAN,2009,2012,16,101.5,-117.1662216187,32.7152709961,
U.S. Steel Tower,68,office,steel,COM,Pittsburgh,PIT,1967,1970,64,256.3399963379,-79.9946365356,40.4412918091,
UBS Plaza,1914,office,concrete,COM,St. Paul,STP,,1980,25,92.9700012207,-93.0948562622,44.9482803345,
UBS Tower,212,office,composite,COM,Chicago,CHI,1999,2001,50,198.5800018311,-87.6362686157,41.88230896,
Underwood Building,2264,commercial,steel,COM,New York City,NYC,1911,1912,18,69.5,-74.0099334717,40.7121582031,
Unigard Financial Center,1304,office,composite,COM,Seattle,SEA,,1972,28,118.5699996948,-122.3347702026,47.6076202393,
Union Bank of California Building,1307,office,steel,COM,San Diego,SAN,1967,1969,27,118.3000030518,-117.1596603394,32.7181396484,
Union Bank Plaza,570,office,steel,COM,Los Angeles,LAX,1965,1968,40,157.2799987793,-118.2573776245,34.0531692505,
Union Trust Building,2240,office,steel,COM,Pittsburgh,PIT,1915,1916,15,72.2399978638,-79.9969329834,40.4399108887,
UniSource Energy Tower,1743,office,steel,COM,Tucson,TUS,,1986,23,100.5899963379,-110.9718933106,32.2214813232,
United Nations Secretariat Building,609,office,steel,COM,New York City,NYC,1947,1953,39,154.3000030518,-73.9680175781,40.7489395142,
United States Courthouse \u2013 Salt Lake City,2425,government,steel,COM,Salt Lake City,SLC,,2014,10,,-111.9011917114,40.7682914734,
United States Federal Courthouse,1301,office \/ government,steel,COM,Seattle,SEA,2001,2004,21,118.8700027466,-122.3365631104,47.615020752,
United States Plywood Building,782,office,steel,COM,New York City,NYC,,1961,38,143.8699951172,-73.9710464478,40.7546386719,
United States Realty Building,1833,office,steel,COM,New York City,NYC,1906,1907,22,97,-74.0116424561,40.7090110779,
University Club,2274,other \/ office,steel,COM,Chicago,CHI,,1909,14,67.6500015259,-87.6249389648,41.8810310364,
University Club Tower,917,residential,concrete,COM,Milwaukee,MKE,2004,2007,36,136,-87.8996582031,43.0422210693,
University Hall,1669,education \/ office,concrete,COM,Chicago,CHI,,1965,28,103,-87.6510391235,41.8737487793,
University of Texas Tower,1897,office,steel,COM,Austin,AUS,1935,1937,29,93.5999984741,-97.7393722534,30.2862300873,
Unysys Building,440,office,steel,COM,New York City,NYC,,1963,44,167.9499969482,-73.9750671387,40.7489891052,
US Bank Plaza,2121,office,steel,COM,Boise,BOI,,1978,20,81.3799972534,-116.2029495239,43.6148490906,
US Bank Plaza I,403,office,concrete,COM,Minneapolis,MES,,1981,40,171,-93.2676620483,44.9772109985,
US Bank Plaza II,1813,office,concrete,COM,Minneapolis,MES,,1981,23,97.8700027466,-93.2676315308,44.976650238,
US Bank Tower,1204,office,steel,COM,Sacramento,SAC,2006,2008,25,122.5999984741,-121.499130249,38.5786895752,
Vantage Pointe Condominium,1087,residential,concrete,COM,San Diego,SAN,2006,2009,41,128.0200042725,-117.1559295654,32.7186203003,
Vassar Square Condominiums,2284,residential,concrete,COM,Ventnor City,VYA,1968,1969,21,66.4499969482,-74.465057373,39.3434906006,
VDARA,417,hotel,concrete,COM,Las Vegas,LAS,2006,2009,55,169.4700012207,-115.1783676148,36.109588623,
Veer Towers East,900,residential,composite,COM,Las Vegas,LAS,2006,2010,36,137,-115.1744995117,36.1073112488,
Veer Towers West,900,residential,composite,COM,Las Vegas,LAS,2006,2010,36,137,-115.1751327515,36.1074295044,
Vehicle Assembly Building,532,industrial,steel,COM,Cape Canaveral,CPV,1962,1965,40,160.3000030518,-80.6507568359,28.5860099792,
Verizon Building,1664,office,steel,COM,Pittsburgh,PIT,,1931,21,103.3000030518,-79.9960174561,40.4422683716,
Vern Riffe Center for Govermnment and the Arts,619,office,steel,COM,Columbus,CMH,,1989,33,153.4700012207,-83.0008468628,39.9603500366,
VIA,2401,residential \/ retail,composite,UC,Boston,BOS,2014,2017,22,,-71.0466918945,42.3528900146,
VIA 57 WEST,803,residential,concrete,COM,New York City,NYC,2013,2016,34,142.3399963379,-73.993522644,40.7716712952,
Via6 North Tower,2116,residential,concrete,COM,Seattle,SEA,2011,2013,24,81.4000015259,-122.3409118652,47.6155700684,
Via6 South Tower,2116,residential,concrete,COM,Seattle,SEA,2011,2013,24,81.4000015259,-122.3402328491,47.6151313782,
Viad Tower,1415,office,steel\/concrete,COM,Phoenix,PHX,,1991,24,114,-112.0744628906,33.4683914185,
Vice,835,residential,concrete,UC,Miami,MIA,2016,2018,36,140.1999969482,-80.1895675659,25.7778892517,
Viceroy,475,residential \/ hotel,concrete,COM,Miami,MIA,,2009,50,165.1999969482,-80.189781189,25.7687797546,
Viceroy Hotel,2305,hotel,concrete,UC,Chicago,CHI,2016,2017,18,63.4000015259,-87.6287994385,41.9026412964,
Viceroy New York,1948,hotel,concrete,COM,New York City,NYC,2011,2013,29,91.0999984741,-73.9784469604,40.7645797729,
Victoria Building,2140,office,steel,COM,New York City,NYC,,1912,20,80.4599990845,-73.9884567261,40.744140625,
Victory Apartments,818,residential,concrete,COM,New York City,NYC,,2002,45,140.919998169,-73.9962692261,40.7593193054,
Viewpoint,638,residential,concrete,COM,Atlanta,ATL,2006,2008,36,152.6999969482,-84.3838272095,33.7778816223,
Viridian,1382,residential,concrete,COM,Nashville,NSH,,2006,31,115.1999969482,-86.7793884277,36.1631202698,
"Vizcayne, North Tower",487,residential,concrete,COM,Miami,MIA,2005,2008,49,164,-80.1884231567,25.7769908905,
"Vizcayne, South Tower",487,residential,concrete,COM,Miami,MIA,,2008,49,164,-80.1889419556,25.7765197754,
VUE at Brickell,1068,residential \/ office \/ retail,concrete,COM,Miami,MIA,2002,2004,36,129,-80.1933288574,25.7609596252,
Vue20 Condominium,2323,residential,concrete,COM,Chicago,CHI,2001,2003,19,60.9000015259,-87.623550415,41.8565597534,
Vue53,2367,residential,concrete,UCT,Chicago,CHI,2015,2016,14,45.9500007629,-87.5936279297,41.7998085022,
W Austin Hotel & Residences,751,residential \/ hotel,concrete,COM,Austin,AUS,2008,2010,36,145.2700042725,-97.7470703125,30.2658100128,
W Bellevue Hotel,887,residential \/ hotel,composite,UC,Bellevue,BVE,2014,2017,42,137.1999969482,-122.2006530762,47.615020752,
W Boston Hotel and Residences,1906,residential \/ hotel,steel,COM,Boston,BOS,,2009,27,93.1699981689,-71.0655593872,42.350818634,
W Dallas Victory Hotel & Residences,960,hotel,concrete,COM,Dallas,DAL,2004,2006,32,133.8000030518,-96.8090896606,32.7880783081,
W Downtown Atlanta Hotel & Residences,1726,residential \/ hotel,concrete,COM,Atlanta,ATL,2005,2009,28,100.9000015259,-84.3892288208,33.7649917603,
W Hoboken Hotel and Residential Condominiums,1850,residential \/ hotel,concrete,COM,Hoboken,HBK,2005,2009,27,95.5,-74.0278320313,40.7392311096,
W Hotel Chicago Lakeshore,1952,hotel,concrete,COM,Chicago,CHI,,1964,33,90.8300018311,-87.6154403687,41.8938217163,
W Minneapolis - The Foshay,910,hotel,steel,COM,Minneapolis,MES,1926,1929,32,136.5500030518,-93.2715911865,44.9744796753,
W New York Downtown Hotel & Residences,250,residential \/ hotel,concrete,COM,New York City,NYC,2006,2010,57,192.1100006104,-74.0136413574,40.7090911865,
W Times Square,345,hotel,concrete,COM,New York City,NYC,,2002,53,177.8500061035,-73.9856109619,40.759349823,
Wachovia Tower,1339,office,concrete,COM,Phoenix,PHX,2007,2010,27,117.3000030518,-112.0730819702,33.4478797913,
Wacker Tower,2242,abandoned,steel,COM,Chicago,CHI,1927,1928,17,72.0899963379,-87.6254196167,41.8870201111,
Wadsworth Tower,1774,residential,concrete,COM,New York City,NYC,,1964,32,99.6999969482,-73.9358978271,40.848110199,
Waihonua at Kewalo,1102,residential,concrete,COM,Honolulu,HNL,2013,2015,43,127.4100036621,-157.8483123779,21.2932891846,
Wainwright Building,2368,government,steel,COM,St. Louis,STL,,1892,10,44.8100013733,-90.1921005249,38.6270599365,
Waldorf Astoria Chicago,175,residential \/ hotel,concrete,COM,Chicago,CHI,2006,2009,60,209,-87.6274871826,41.8997802734,
Waldorf Astoria New York,261,hotel,steel,COM,New York City,NYC,1930,1931,47,190.5,-73.9733810425,40.7565689087,
Walker Tower,1286,residential,steel,COM,New York City,NYC,2011,2013,24,119.6299972534,-73.9987792969,40.7411003113,
Wall Street Exchange Building,1648,office,steel,COM,New York City,NYC,1902,1903,25,103.9000015259,-74.010383606,40.7061195374,
Walton Colonnade,1267,residential,concrete,COM,Chicago,CHI,,1972,44,120.4000015259,-87.6252670288,41.9001998901,
Walton on the Park South Tower,1514,residential,concrete,COM,Chicago,CHI,2008,2010,31,109.6999969482,-87.6287689209,41.8993911743,
Ward Memorial Building,2056,education,steel,COM,Chicago,CHI,1925,1926,20,85,-87.6195602417,41.8964805603,
Washington Athletic Club,2212,office \/ hotel,steel,COM,Seattle,SEA,1928,1930,22,75.5999984741,-122.3336868286,47.6098213196,
Washington Building,2239,office,steel,COM,Tacoma,TIW,1919,1925,17,72.25,-122.4381637573,47.2536506653,
Washington Life Building,2061,office,steel,DEM,New York City,NYC,1897,1898,17,84.7399978638,-74.0108795166,40.70911026,1969
Washington Monument,427,observation,masonry,COM,Washington D.C.,WAS,1848,1884,-,169.0500030518,-77.0352325439,38.8894691467,
Water Tower Place,56,residential \/ hotel \/ retail,concrete,COM,Chicago,CHI,1972,1976,74,261.8800048828,-87.6228408813,41.8979682922,
Watermark Court Square,1899,residential,concrete,UC,New York City,NYC,2015,2017,27,93.5699996948,-73.9417495728,40.7467918396,
WaterMarke Tower,1272,residential,concrete,COM,Los Angeles,LAX,2006,2009,35,120.4000015259,-118.2615280151,34.0462799072,
Waterview Tower,23,residential \/ hotel,concrete,NC,Chicago,CHI,2006,,89,319.1400146484,-87.631439209,41.8865203857,
WEDGE International Tower,448,office,steel,COM,Houston,HOU,1981,1983,44,167.6399993897,-95.3699264526,29.7546806335,
Wells Fargo Building,1184,office,steel,COM,Philadelphia,PHL,,1927,29,123.4499969482,-75.1637268066,39.9496803284,
Wells Fargo Center (DEN),162,office,composite,COM,Denver,DEN,,1983,50,212.75,-104.9852294922,39.7435798645,
Wells Fargo Center (MES),95,office,composite,COM,Minneapolis,MES,,1988,56,236.3200073242,-93.2709121704,44.9769287109,
Wells Fargo Center (PDX),462,office,steel,COM,Portland,PDX,1969,1973,40,166.419998169,-122.6793518066,45.514339447,
Wells Fargo Center (SEA),374,office,steel,COM,Seattle,SEA,,1983,47,174.9600067139,-122.3339691162,47.605140686,
Wells Fargo Center (SLC),1076,office,steel,COM,Salt Lake City,SLC,1996,1998,26,128.6300048828,-111.8906402588,40.7633781433,
Wells Fargo Place,784,office,concrete,COM,St. Paul,STP,1985,1987,37,143.6100006104,-93.0955200195,44.9481506348,
Wells Fargo Plaza (HOU),35,office,steel,COM,Houston,HOU,1979,1983,71,302.3699951172,-95.3682632446,29.7584495544,
Wells Fargo Plaza (PHX),1425,office \/ Museum,steel,COM,Phoenix,PHX,,1971,27,113.4000015259,-112.0755996704,33.448600769,
Wells Fargo Plaza (TIW),1671,office,concrete,COM,Tacoma,TIW,1969,1970,25,103,-122.4374465942,47.2521209717,
Wells Fargo Tower (LAX),141,office,steel,COM,Los Angeles,LAX,1982,1983,54,220.3699951172,-118.2517318726,34.0529594421,
Wells Fargo Tower (MIA),207,office,steel\/concrete,COM,Miami,MIA,2007,2010,47,199.5,-80.1895294189,25.7713108063,
Wells Fargo Tower (ROA),1824,office,concrete,COM,Roanoke,ROA,1990,1991,21,97.5400009155,-79.9401626587,37.272769928,
West 57th Street by Hilton Club,1867,hotel,concrete,COM,New York City,NYC,,2009,28,94.5,-73.9778900146,40.7643508911,
West 8th,1508,office,steel,COM,Seattle,SEA,2007,2009,28,109.7300033569,-122.3372421265,47.6157417297,
West End Towers,1190,residential,concrete,COM,New York City,NYC,1994,1995,39,123.1399993897,-73.9890823364,40.7739982605,
West Ocean Condominiums I,1617,residential,concrete,COM,Long Beach,LGB,,2007,29,105.1600036621,-118.1966400147,33.7666893005,
West Ocean Condominiums II,2195,residential,concrete,COM,Long Beach,LGB,,2007,-,77.1200027466,-118.1966400147,33.76612854,
West Sixth Tempe Tower 1,2173,residential,concrete,COM,Tempe,TPE,2005,2011,22,78.6399993896,-111.9418106079,33.4238204956,
West Sixth Tempe Tower 2,1616,residential,concrete,COM,Tempe,TPE,2005,2011,30,105.1600036621,-111.9423370361,33.4241485596,
Western Union Building,1437,office,steel,COM,New York City,NYC,1928,1930,24,113,-74.0082321167,40.717628479,
Westin Bonaventure Hotel,1309,hotel,composite,COM,Los Angeles,LAX,1974,1976,35,118.2600021362,-118.2558670044,34.0527496338,
Westin Book-Cadillac Detroit,1582,hotel,steel,COM,Detroit,DTT,1923,1924,31,106.4000015259,-83.0503234863,42.3320503235,
Westin Building,1159,office,steel,COM,Seattle,SEA,,1981,34,124.669998169,-122.3389205933,47.6143493652,
Westin Michigan Avenue,1821,hotel,concrete,COM,Chicago,CHI,,1972,27,97.5400009155,-87.6228866577,41.8994102478,
Westin New York at Times Square,509,hotel,concrete,COM,New York City,NYC,2000,2002,45,162.1600036621,-73.989151001,40.7575912476,
Westin Peachtree Plaza,140,hotel,concrete,COM,Atlanta,ATL,,1976,73,220.3699951172,-84.3885726929,33.7593612671,
Westin Seattle North Tower,899,religious,steel,COM,Seattle,SEA,,1982,47,137,-122.3386611939,47.6138114929,
Westin Seattle South Tower,1252,hotel,steel,COM,Seattle,SEA,1967,1969,40,121,-122.3379135132,47.6134185791,
Westinghouse Tower,1535,office,steel,COM,Pittsburgh,PIT,,1970,23,108.2099990845,-80.0062789917,40.4390602112,
Westlake Center,1612,office \/ retail,steel,COM,Seattle,SEA,,1988,25,105.1999969482,-122.3375015259,47.6123390198,
Whitehall Building Annex,1063,office,steel,COM,New York City,NYC,1909,1910,31,129.2400054932,-74.0160827637,40.7055397034,
Wilco Building,1900,office,steel,COM,Midland,MDD,1956,1958,22,93.5699996948,-102.0790405273,31.9971408844,
William Beaver House,528,residential,concrete,COM,New York City,NYC,2006,2010,47,160.7799987793,-74.0103530884,40.7053108215,
William Green Building,516,office,steel,COM,Columbus,CMH,1986,1990,33,161.5500030518,-83.0024108887,39.966468811,
William R. Snodgrass Tennessee Tower,880,office,concrete,COM,Nashville,NSH,,1970,31,137.7700042725,-86.7850418091,36.1639595032,
Williams Tower,48,office,steel,COM,Houston,HOU,1981,1982,64,274.6300048828,-95.4612121582,29.7371902466,
Willis Tower,4,office,steel,COM,Chicago,CHI,1970,1974,108,442.1400146484,-87.6359481812,41.878868103,
Willoughby Tower,963,office,steel,COM,Chicago,CHI,,1929,38,133.5,-87.6247787476,41.8819007874,
Wilshire Grand Center,18,hotel \/ office,composite,STO,Los Angeles,LAX,2013,2017,73,334.9700012207,-118.260017395,34.0499000549,
Wind,633,residential,concrete,COM,Miami,MIA,2005,2008,41,152.7100067139,-80.1939315796,25.7705802917,
Windsor on the Lake,1662,residential,concrete,COM,Austin,AUS,2007,2008,31,103.3300018311,-97.7395401001,30.2560100555,
